"product_code","location_code","is_active"
"PRD_126","LOC_258","1"
"PRD_127","LOC_259","1"
"PRD_128","LOC_260","1"
"PRD_129","LOC_261","1"
"PRD_130","LOC_262","1"
"PRD_131","LOC_252","1"
"PRD_132","LOC_263","1"
"PRD_133","LOC_264","1"
"PRD_134","LOC_265","1"
"PRD_135","LOC_266","1"
"PRD_136","LOC_230","1"
"PRD_136","LOC_268","1"
"PRD_137","LOC_230","1"
"PRD_137","LOC_268","1"
"PRD_138","LOC_230","1"
"PRD_138","LOC_268","1"
"PRD_139","LOC_230","1"
"PRD_139","LOC_268","1"
"PRD_140","LOC_230","1"
"PRD_140","LOC_268","1"
"PRD_141","LOC_230","1"
"PRD_141","LOC_268","1"
"PRD_142","LOC_230","1"
"PRD_142","LOC_268","1"
"PRD_143","LOC_230","1"
"PRD_143","LOC_268","1"
"PRD_144","LOC_269","1"
"PRD_145","LOC_269","1"
"PRD_146","LOC_269","1"
"PRD_147","LOC_269","1"
"PRD_148","LOC_269","1"
"PRD_149","LOC_269","1"
"PRD_150","LOC_231","1"
"PRD_150","LOC_270","1"
"PRD_151","LOC_231","1"
"PRD_151","LOC_270","1"
"PRD_152","LOC_231","1"
"PRD_152","LOC_270","1"
"PRD_153","LOC_231","1"
"PRD_153","LOC_270","1"
"PRD_154","LOC_232","1"
"PRD_154","LOC_271","1"
"PRD_155","LOC_232","1"
"PRD_155","LOC_271","1"
"PRD_156","LOC_232","1"
"PRD_156","LOC_271","1"
"PRD_157","LOC_232","1"
"PRD_157","LOC_271","1"
"PRD_158","LOC_232","1"
"PRD_158","LOC_271","1"
"PRD_159","LOC_232","1"
"PRD_159","LOC_271","1"
"PRD_160","LOC_232","1"
"PRD_160","LOC_271","1"
"PRD_161","LOC_272","1"
"PRD_162","LOC_272","1"
"PRD_163","LOC_269","1"
"PRD_164","LOC_273","1"
"PRD_165","LOC_274","1"
"PRD_166","LOC_274","1"
"PRD_167","LOC_275","1"
"PRD_168","LOC_275","1"
"PRD_169","LOC_276","1"
"PRD_170","LOC_269","1"
"PRD_171","LOC_269","1"
"PRD_172","LOC_269","1"
"PRD_173","LOC_269","1"
"PRD_174","LOC_277","1"
"PRD_175","LOC_278","1"
"PRD_176","LOC_279","1"
"PRD_177","LOC_280","1"
"PRD_178","LOC_280","1"
"PRD_179","LOC_281","1"
"PRD_180","LOC_282","1"
"PRD_181","LOC_283","1"
"PRD_182","LOC_283","1"
"PRD_183","LOC_284","1"
"PRD_184","LOC_269","1"
"PRD_185","LOC_269","1"
"PRD_186","LOC_202","1"
"PRD_186","LOC_285","1"
"PRD_187","LOC_202","1"
"PRD_187","LOC_285","1"
"PRD_188","LOC_202","1"
"PRD_188","LOC_285","1"
"PRD_189","LOC_202","1"
"PRD_189","LOC_285","1"
"PRD_190","LOC_203","1"
"PRD_190","LOC_286","1"
"PRD_191","LOC_203","1"
"PRD_191","LOC_286","1"
"PRD_192","LOC_203","1"
"PRD_192","LOC_286","1"
"PRD_193","LOC_204","1"
"PRD_193","LOC_287","1"
"PRD_194","LOC_204","1"
"PRD_194","LOC_287","1"
"PRD_195","LOC_204","1"
"PRD_195","LOC_287","1"
"PRD_196","LOC_204","1"
"PRD_196","LOC_288","1"
"PRD_197","LOC_204","1"
"PRD_197","LOC_287","1"
"PRD_198","LOC_204","1"
"PRD_198","LOC_287","1"
"PRD_199","LOC_206","1"
"PRD_199","LOC_289","1"
"PRD_200","LOC_206","1"
"PRD_200","LOC_289","1"
"PRD_201","LOC_206","1"
"PRD_201","LOC_289","1"
"PRD_202","LOC_206","1"
"PRD_202","LOC_289","1"
"PRD_203","LOC_207","1"
"PRD_203","LOC_290","1"
"PRD_204","LOC_207","1"
"PRD_204","LOC_290","1"
"PRD_205","LOC_208","1"
"PRD_205","LOC_291","1"
"PRD_206","LOC_208","1"
"PRD_206","LOC_291","1"
"PRD_207","LOC_208","1"
"PRD_207","LOC_291","1"
"PRD_208","LOC_292","1"
"PRD_209","LOC_292","1"
"PRD_210","LOC_292","1"
"PRD_211","LOC_292","1"
"PRD_212","LOC_292","1"
"PRD_213","LOC_292","1"
"PRD_214","LOC_209","1"
"PRD_214","LOC_293","1"
"PRD_215","LOC_209","1"
"PRD_215","LOC_293","1"
"PRD_216","LOC_209","1"
"PRD_216","LOC_293","1"
"PRD_217","LOC_294","1"
"PRD_219","LOC_295","1"
"PRD_220","LOC_295","1"
"PRD_221","LOC_296","1"
"PRD_222","LOC_297","1"
"PRD_223","LOC_205","1"
"PRD_223","LOC_298","1"
"PRD_224","LOC_205","1"
"PRD_224","LOC_298","1"
"PRD_225","LOC_205","1"
"PRD_225","LOC_298","1"
"PRD_226","LOC_205","1"
"PRD_226","LOC_298","1"
"PRD_227","LOC_205","1"
"PRD_227","LOC_298","1"
"PRD_228","LOC_205","1"
"PRD_228","LOC_298","1"
"PRD_229","LOC_210","1"
"PRD_229","LOC_299","1"
"PRD_230","LOC_210","1"
"PRD_230","LOC_299","1"
"PRD_231","LOC_210","1"
"PRD_231","LOC_299","1"
"PRD_232","LOC_211","1"
"PRD_232","LOC_300","1"
"PRD_233","LOC_300","1"
"PRD_234","LOC_301","1"
"PRD_235","LOC_302","1"
"PRD_236","LOC_212","1"
"PRD_236","LOC_310","1"
"PRD_237","LOC_212","1"
"PRD_237","LOC_220","1"
"PRD_238","LOC_212","1"
"PRD_238","LOC_310","1"
"PRD_239","LOC_212","1"
"PRD_239","LOC_310","1"
"PRD_240","LOC_213","1"
"PRD_241","LOC_213","1"
"PRD_242","LOC_213","1"
"PRD_243","LOC_214","1"
"PRD_244","LOC_214","1"
"PRD_245","LOC_214","1"
"PRD_246","LOC_214","1"
"PRD_247","LOC_215","1"
"PRD_247","LOC_305","1"
"PRD_248","LOC_216","1"
"PRD_249","LOC_216","1"
"PRD_250","LOC_216","1"
"PRD_251","LOC_216","1"
"PRD_252","LOC_217","1"
"PRD_252","LOC_307","1"
"PRD_253","LOC_217","1"
"PRD_253","LOC_307","1"
"PRD_254","LOC_217","1"
"PRD_254","LOC_307","1"
"PRD_255","LOC_217","1"
"PRD_255","LOC_307","1"
"PRD_256","LOC_217","1"
"PRD_256","LOC_307","1"
"PRD_257","LOC_217","1"
"PRD_257","LOC_307","1"
"PRD_258","LOC_217","1"
"PRD_258","LOC_307","1"
"PRD_259","LOC_141","1"
"PRD_260","LOC_313","1"
"PRD_261","LOC_313","1"
"PRD_262","LOC_313","1"
"PRD_263","LOC_141","1"
"PRD_264","LOC_141","1"
"PRD_265","LOC_141","1"
"PRD_266","LOC_141","1"
"PRD_267","LOC_141","1"
"PRD_268","LOC_141","1"
"PRD_269","LOC_141","1"
"PRD_270","LOC_141","1"
"PRD_271","LOC_141","1"
"PRD_272","LOC_141","1"
"PRD_273","LOC_218","1"
"PRD_273","LOC_308","1"
"PRD_274","LOC_218","1"
"PRD_274","LOC_308","1"
"PRD_275","LOC_218","1"
"PRD_275","LOC_308","1"
"PRD_276","LOC_218","1"
"PRD_276","LOC_308","1"
"PRD_277","LOC_218","1"
"PRD_277","LOC_308","1"
"PRD_278","LOC_219","1"
"PRD_279","LOC_219","1"
"PRD_280","LOC_219","1"
"PRD_281","LOC_219","1"
"PRD_282","LOC_219","1"
"PRD_283","LOC_311","1"
"PRD_284","LOC_312","1"
"PRD_285","LOC_141","1"
"PRD_286","LOC_213","1"
"PRD_286","LOC_233","1"
"PRD_287","LOC_315","1"
"PRD_288","LOC_315","1"
"PRD_289","LOC_315","1"
"PRD_290","LOC_235","1"
"PRD_290","LOC_315","1"
"PRD_291","LOC_235","1"
"PRD_291","LOC_315","1"
"PRD_292","LOC_235","1"
"PRD_292","LOC_315","1"
"PRD_293","LOC_234","1"
"PRD_293","LOC_315","1"
"PRD_294","LOC_234","1"
"PRD_294","LOC_315","1"
"PRD_295","LOC_315","1"
"PRD_296","LOC_234","1"
"PRD_296","LOC_315","1"
"PRD_297","LOC_234","1"
"PRD_297","LOC_315","1"
"PRD_298","LOC_234","1"
"PRD_298","LOC_315","1"
"PRD_299","LOC_234","1"
"PRD_299","LOC_315","1"
"PRD_300","LOC_315","1"
"PRD_301","LOC_315","1"
"PRD_302","LOC_315","1"
"PRD_303","LOC_315","1"
"PRD_304","LOC_315","1"
"PRD_305","LOC_315","1"
"PRD_306","LOC_234","1"
"PRD_306","LOC_315","1"
"PRD_307","LOC_315","1"
"PRD_308","LOC_315","1"
"PRD_309","LOC_315","1"
"PRD_310","LOC_315","1"
"PRD_311","LOC_315","1"
"PRD_312","LOC_315","1"
"PRD_313","LOC_315","1"
"PRD_314","LOC_315","1"
"PRD_315","LOC_315","1"
"PRD_316","LOC_315","1"
"PRD_317","LOC_315","1"
"PRD_318","LOC_315","1"
"PRD_319","LOC_315","1"
"PRD_320","LOC_315","1"
"PRD_321","LOC_315","1"
"PRD_322","LOC_315","1"
"PRD_323","LOC_315","1"
"PRD_324","LOC_315","1"
"PRD_325","LOC_315","1"
"PRD_326","LOC_315","1"
"PRD_327","LOC_315","1"
"PRD_328","LOC_215","1"
"PRD_328","LOC_236","1"
"PRD_329","LOC_215","1"
"PRD_329","LOC_236","1"
"PRD_330","LOC_216","1"
"PRD_330","LOC_237","1"
"PRD_331","LOC_217","1"
"PRD_331","LOC_238","1"
"PRD_332","LOC_217","1"
"PRD_332","LOC_238","1"
"PRD_333","LOC_218","1"
"PRD_333","LOC_239","1"
"PRD_334","LOC_315","1"
"PRD_335","LOC_315","1"
"PRD_336","LOC_143","1"
"PRD_336","LOC_320","1"
"PRD_337","LOC_143","1"
"PRD_338","LOC_143","1"
"PRD_339","LOC_143","1"
"PRD_340","LOC_143","1"
"PRD_340","LOC_320","1"
"PRD_341","LOC_143","1"
"PRD_342","LOC_143","1"
"PRD_343","LOC_143","1"
"PRD_344","LOC_143","1"
"PRD_345","LOC_143","1"
"PRD_346","LOC_143","1"
"PRD_347","LOC_143","1"
"PRD_348","LOC_143","1"
"PRD_349","LOC_143","1"
"PRD_350","LOC_143","1"
"PRD_351","LOC_143","1"
"PRD_352","LOC_143","1"
"PRD_353","LOC_143","1"
"PRD_354","LOC_143","1"
"PRD_355","LOC_143","1"
"PRD_356","LOC_143","1"
"PRD_357","LOC_143","1"
"PRD_358","LOC_143","1"
"PRD_359","LOC_143","1"
"PRD_360","LOC_143","1"
"PRD_361","LOC_143","1"
"PRD_362","LOC_143","1"
"PRD_363","LOC_143","1"
"PRD_364","LOC_143","1"
"PRD_365","LOC_143","1"
"PRD_366","LOC_143","1"
"PRD_367","LOC_143","1"
"PRD_367","LOC_321","1"
"PRD_368","LOC_143","1"
"PRD_369","LOC_143","1"
"PRD_370","LOC_143","1"
"PRD_371","LOC_143","1"
"PRD_372","LOC_143","1"
"PRD_373","LOC_143","1"
"PRD_374","LOC_143","1"
"PRD_374","LOC_322","1"
"PRD_375","LOC_143","1"
"PRD_375","LOC_323","1"
"PRD_376","LOC_143","1"
"PRD_377","LOC_143","1"
"PRD_377","LOC_324","1"
"PRD_378","LOC_143","1"
"PRD_379","LOC_143","1"
"PRD_380","LOC_143","1"
"PRD_381","LOC_143","1"
"PRD_382","LOC_143","1"
"PRD_383","LOC_143","1"
"PRD_384","LOC_143","1"
"PRD_384","LOC_325","1"
"PRD_385","LOC_143","1"
"PRD_386","LOC_133","1"
"PRD_387","LOC_133","1"
"PRD_388","LOC_133","1"
"PRD_389","LOC_133","1"
"PRD_390","LOC_133","1"
"PRD_391","LOC_133","1"
"PRD_392","LOC_133","1"
"PRD_393","LOC_133","1"
"PRD_394","LOC_133","1"
"PRD_395","LOC_133","1"
"PRD_396","LOC_133","1"
"PRD_397","LOC_133","1"
"PRD_398","LOC_133","1"
"PRD_399","LOC_133","1"
"PRD_400","LOC_133","1"
"PRD_401","LOC_133","1"
"PRD_402","LOC_133","1"
"PRD_403","LOC_326","1"
"PRD_404","LOC_220","1"
"PRD_404","LOC_327","1"
"PRD_405","LOC_220","1"
"PRD_405","LOC_327","1"
"PRD_406","LOC_220","1"
"PRD_406","LOC_327","1"
"PRD_407","LOC_220","1"
"PRD_407","LOC_327","1"
"PRD_408","LOC_133","1"
"PRD_408","LOC_221","1"
"PRD_409","LOC_133","1"
"PRD_409","LOC_221","1"
"PRD_410","LOC_133","1"
"PRD_410","LOC_221","1"
"PRD_411","LOC_133","1"
"PRD_412","LOC_133","1"
"PRD_413","LOC_133","1"
"PRD_414","LOC_133","1"
"PRD_415","LOC_133","1"
"PRD_416","LOC_133","1"
"PRD_416","LOC_221","1"
"PRD_417","LOC_133","1"
"PRD_417","LOC_221","1"
"PRD_418","LOC_133","1"
"PRD_418","LOC_221","1"
"PRD_419","LOC_328","1"
"PRD_420","LOC_133","1"
"PRD_421","LOC_329","1"
"PRD_422","LOC_133","1"
"PRD_423","LOC_133","1"
"PRD_424","LOC_133","1"
"PRD_425","LOC_133","1"
"PRD_426","LOC_133","1"
"PRD_427","LOC_133","1"
"PRD_428","LOC_133","1"
"PRD_429","LOC_133","1"
"PRD_430","LOC_133","1"
"PRD_431","LOC_133","1"
"PRD_432","LOC_133","1"
"PRD_433","LOC_133","1"
"PRD_434","LOC_133","1"
"PRD_435","LOC_133","1"
"PRD_436","LOC_001","1"
"PRD_437","LOC_002","1"
"PRD_438","LOC_003","1"
"PRD_439","LOC_004","1"
"PRD_440","LOC_005","1"
"PRD_441","LOC_006","1"
"PRD_442","LOC_007","1"
"PRD_443","LOC_008","1"
"PRD_444","LOC_017","1"
"PRD_445","LOC_005","1"
"PRD_446","LOC_009","1"
"PRD_447","LOC_010","1"
"PRD_448","LOC_011","1"
"PRD_449","LOC_005","1"
"PRD_450","LOC_005","1"
"PRD_451","LOC_012","1"
"PRD_452","LOC_013","1"
"PRD_453","LOC_014","1"
"PRD_454","LOC_009","1"
"PRD_455","LOC_009","1"
"PRD_456","LOC_005","1"
"PRD_457","LOC_005","1"
"PRD_458","LOC_005","1"
"PRD_459","LOC_015","1"
"PRD_460","LOC_015","1"
"PRD_461","LOC_016","1"
"PRD_462","LOC_005","1"
"PRD_463","LOC_005","1"
"PRD_464","LOC_005","1"
"PRD_465","LOC_005","1"
"PRD_466","LOC_005","1"
"PRD_467","LOC_005","1"
"PRD_468","LOC_005","1"
"PRD_469","LOC_005","1"
"PRD_470","LOC_005","1"
"PRD_471","LOC_017","1"
"PRD_472","LOC_005","1"
"PRD_473","LOC_015","1"
"PRD_474","LOC_005","1"
"PRD_475","LOC_005","1"
"PRD_476","LOC_018","1"
"PRD_477","LOC_005","1"
"PRD_478","LOC_005","1"
"PRD_479","LOC_005","1"
"PRD_480","LOC_005","1"
"PRD_481","LOC_005","1"
"PRD_482","LOC_005","1"
"PRD_483","LOC_005","1"
"PRD_484","LOC_005","1"
"PRD_485","LOC_005","1"
"PRD_486","LOC_023","1"
"PRD_487","LOC_023","1"
"PRD_488","LOC_019","1"
"PRD_489","LOC_020","1"
"PRD_490","LOC_023","1"
"PRD_491","LOC_023","1"
"PRD_492","LOC_100","1"
"PRD_493","LOC_021","1"
"PRD_494","LOC_022","1"
"PRD_495","LOC_021","1"
"PRD_496","LOC_023","1"
"PRD_497","LOC_023","1"
"PRD_498","LOC_023","1"
"PRD_499","LOC_023","1"
"PRD_500","LOC_023","1"
"PRD_501","LOC_024","1"
"PRD_502","LOC_023","1"
"PRD_503","LOC_025","1"
"PRD_504","LOC_023","1"
"PRD_505","LOC_023","1"
"PRD_506","LOC_026","1"
"PRD_507","LOC_023","1"
"PRD_508","LOC_027","1"
"PRD_509","LOC_023","1"
"PRD_510","LOC_023","1"
"PRD_511","LOC_028","1"
"PRD_512","LOC_035","1"
"PRD_513","LOC_023","1"
"PRD_514","LOC_029","1"
"PRD_515","LOC_100","1"
"PRD_516","LOC_023","1"
"PRD_517","LOC_030","1"
"PRD_518","LOC_031","1"
"PRD_519","LOC_032","1"
"PRD_520","LOC_100","1"
"PRD_521","LOC_032","1"
"PRD_522","LOC_033","1"
"PRD_523","LOC_033","1"
"PRD_524","LOC_034","1"
"PRD_525","LOC_021","1"
"PRD_526","LOC_023","1"
"PRD_527","LOC_035","1"
"PRD_528","LOC_023","1"
"PRD_529","LOC_101","1"
"PRD_530","LOC_027","1"
"PRD_531","LOC_036","1"
"PRD_532","LOC_037","1"
"PRD_533","LOC_023","1"
"PRD_534","LOC_036","1"
"PRD_535","LOC_024","1"
"PRD_536","LOC_038","1"
"PRD_537","LOC_038","1"
"PRD_538","LOC_038","1"
"PRD_539","LOC_038","1"
"PRD_540","LOC_038","1"
"PRD_541","LOC_038","1"
"PRD_542","LOC_038","1"
"PRD_543","LOC_038","1"
"PRD_544","LOC_038","1"
"PRD_545","LOC_038","1"
"PRD_546","LOC_038","1"
"PRD_547","LOC_038","1"
"PRD_548","LOC_038","1"
"PRD_549","LOC_038","1"
"PRD_550","LOC_038","1"
"PRD_551","LOC_038","1"
"PRD_552","LOC_038","1"
"PRD_553","LOC_038","1"
"PRD_554","LOC_038","1"
"PRD_555","LOC_038","1"
"PRD_556","LOC_038","1"
"PRD_557","LOC_038","1"
"PRD_558","LOC_038","1"
"PRD_559","LOC_038","1"
"PRD_560","LOC_038","1"
"PRD_561","LOC_038","1"
"PRD_562","LOC_038","1"
"PRD_563","LOC_038","1"
"PRD_564","LOC_038","1"
"PRD_565","LOC_038","1"
"PRD_566","LOC_038","1"
"PRD_567","LOC_038","1"
"PRD_568","LOC_038","1"
"PRD_569","LOC_038","1"
"PRD_570","LOC_038","1"
"PRD_571","LOC_038","1"
"PRD_572","LOC_038","1"
"PRD_573","LOC_038","1"
"PRD_574","LOC_038","1"
"PRD_575","LOC_038","1"
"PRD_576","LOC_038","1"
"PRD_577","LOC_038","1"
"PRD_578","LOC_038","1"
"PRD_579","LOC_038","1"
"PRD_580","LOC_038","1"
"PRD_581","LOC_038","1"
"PRD_582","LOC_038","1"
"PRD_583","LOC_038","1"
"PRD_584","LOC_038","1"
"PRD_585","LOC_038","1"
"PRD_586","LOC_041","1"
"PRD_587","LOC_041","1"
"PRD_588","LOC_039","1"
"PRD_589","LOC_040","1"
"PRD_590","LOC_040","1"
"PRD_591","LOC_041","1"
"PRD_592","LOC_041","1"
"PRD_593","LOC_042","1"
"PRD_594","LOC_042","1"
"PRD_595","LOC_039","1"
"PRD_596","LOC_043","1"
"PRD_597","LOC_041","1"
"PRD_598","LOC_041","1"
"PRD_599","LOC_041","1"
"PRD_600","LOC_041","1"
"PRD_601","LOC_044","1"
"PRD_602","LOC_044","1"
"PRD_603","LOC_041","1"
"PRD_604","LOC_041","1"
"PRD_605","LOC_041","1"
"PRD_606","LOC_041","1"
"PRD_607","LOC_127","1"
"PRD_608","LOC_128","1"
"PRD_609","LOC_041","1"
"PRD_610","LOC_129","1"
"PRD_611","LOC_130","1"
"PRD_612","LOC_130","1"
"PRD_613","LOC_045","1"
"PRD_614","LOC_046","1"
"PRD_615","LOC_041","1"
"PRD_616","LOC_041","1"
"PRD_617","LOC_041","1"
"PRD_618","LOC_047","1"
"PRD_619","LOC_041","1"
"PRD_620","LOC_041","1"
"PRD_621","LOC_041","1"
"PRD_622","LOC_131","1"
"PRD_623","LOC_131","1"
"PRD_624","LOC_043","1"
"PRD_625","LOC_041","1"
"PRD_626","LOC_048","1"
"PRD_627","LOC_048","1"
"PRD_628","LOC_041","1"
"PRD_629","LOC_049","1"
"PRD_630","LOC_041","1"
"PRD_631","LOC_041","1"
"PRD_632","LOC_041","1"
"PRD_633","LOC_045","1"
"PRD_634","LOC_050","1"
"PRD_635","LOC_050","1"
"PRD_636","LOC_051","1"
"PRD_637","LOC_052","1"
"PRD_638","LOC_099","1"
"PRD_639","LOC_099","1"
"PRD_640","LOC_099","1"
"PRD_641","LOC_099","1"
"PRD_642","LOC_053","1"
"PRD_643","LOC_054","1"
"PRD_644","LOC_055","1"
"PRD_645","LOC_056","1"
"PRD_646","LOC_056","1"
"PRD_647","LOC_057","1"
"PRD_648","LOC_099","1"
"PRD_649","LOC_099","1"
"PRD_650","LOC_058","1"
"PRD_651","LOC_059","1"
"PRD_652","LOC_099","1"
"PRD_653","LOC_060","1"
"PRD_654","LOC_061","1"
"PRD_655","LOC_099","1"
"PRD_656","LOC_099","1"
"PRD_657","LOC_099","1"
"PRD_658","LOC_099","1"
"PRD_659","LOC_099","1"
"PRD_660","LOC_099","1"
"PRD_661","LOC_052","1"
"PRD_662","LOC_062","1"
"PRD_663","LOC_063","1"
"PRD_664","LOC_102","1"
"PRD_665","LOC_064","1"
"PRD_666","LOC_064","1"
"PRD_667","LOC_062","1"
"PRD_668","LOC_065","1"
"PRD_669","LOC_066","1"
"PRD_670","LOC_051","1"
"PRD_671","LOC_054","1"
"PRD_672","LOC_103","1"
"PRD_673","LOC_104","1"
"PRD_674","LOC_105","1"
"PRD_675","LOC_106","1"
"PRD_676","LOC_067","1"
"PRD_677","LOC_068","1"
"PRD_678","LOC_069","1"
"PRD_679","LOC_070","1"
"PRD_680","LOC_071","1"
"PRD_681","LOC_070","1"
"PRD_682","LOC_072","1"
"PRD_683","LOC_099","1"
"PRD_684","LOC_073","1"
"PRD_685","LOC_073","1"
"PRD_686","LOC_074","1"
"PRD_687","LOC_074","1"
"PRD_688","LOC_083","1"
"PRD_689","LOC_083","1"
"PRD_690","LOC_083","1"
"PRD_691","LOC_075","1"
"PRD_692","LOC_075","1"
"PRD_693","LOC_076","1"
"PRD_694","LOC_074","1"
"PRD_695","LOC_074","1"
"PRD_696","LOC_076","1"
"PRD_697","LOC_083","1"
"PRD_698","LOC_083","1"
"PRD_699","LOC_083","1"
"PRD_700","LOC_083","1"
"PRD_701","LOC_077","1"
"PRD_702","LOC_078","1"
"PRD_703","LOC_074","1"
"PRD_704","LOC_074","1"
"PRD_705","LOC_074","1"
"PRD_706","LOC_074","1"
"PRD_707","LOC_077","1"
"PRD_708","LOC_079","1"
"PRD_709","LOC_079","1"
"PRD_710","LOC_080","1"
"PRD_711","LOC_080","1"
"PRD_712","LOC_081","1"
"PRD_713","LOC_083","1"
"PRD_714","LOC_074","1"
"PRD_715","LOC_074","1"
"PRD_716","LOC_082","1"
"PRD_717","LOC_082","1"
"PRD_718","LOC_083","1"
"PRD_719","LOC_074","1"
"PRD_720","LOC_074","1"
"PRD_721","LOC_074","1"
"PRD_722","LOC_074","1"
"PRD_723","LOC_083","1"
"PRD_724","LOC_084","1"
"PRD_725","LOC_085","1"
"PRD_726","LOC_085","1"
"PRD_727","LOC_083","1"
"PRD_728","LOC_086","1"
"PRD_729","LOC_087","1"
"PRD_730","LOC_087","1"
"PRD_731","LOC_083","1"
"PRD_732","LOC_083","1"
"PRD_733","LOC_083","1"
"PRD_734","LOC_083","1"
"PRD_735","LOC_074","1"
"PRD_736","LOC_088","1"
"PRD_737","LOC_088","1"
"PRD_738","LOC_117","1"
"PRD_739","LOC_116","1"
"PRD_740","LOC_118","1"
"PRD_741","LOC_119","1"
"PRD_742","LOC_088","1"
"PRD_743","LOC_118","1"
"PRD_744","LOC_121","1"
"PRD_745","LOC_112","1"
"PRD_746","LOC_112","1"
"PRD_747","LOC_088","1"
"PRD_748","LOC_088","1"
"PRD_749","LOC_088","1"
"PRD_750","LOC_123","1"
"PRD_751","LOC_119","1"
"PRD_752","LOC_120","1"
"PRD_753","LOC_125","1"
"PRD_754","LOC_113","1"
"PRD_755","LOC_112","1"
"PRD_756","LOC_112","1"
"PRD_757","LOC_114","1"
"PRD_758","LOC_088","1"
"PRD_759","LOC_088","1"
"PRD_760","LOC_113","1"
"PRD_761","LOC_088","1"
"PRD_762","LOC_088","1"
"PRD_763","LOC_114","1"
"PRD_764","LOC_088","1"
