product_code,name_ko,name_jp,brand_name,primary_region_code,price_range_code,price,description,purchase_tip,is_region_limited,image_url,source_note
PRD_021,리노 드롭스 씨글래스,Lino Drops 鎌倉,리노 드롭스,REG_003,PRC_04,3000,리노 드롭스 카마쿠라는 가마쿠라 유이가하마에서 채취한 사쿠라가이를 주재료로 액세서리를 수공예 제작하는 전문점입니다. 이곳은 이 방식으로 액세서리를 만드는 일본 국내 유일의 전문점이라는 특징을 가지고 있습니다. 사쿠라가이 액세서리는 가마쿠라 근처 바다를 연상시키는 매력적인 아이템으로 인기가 높습니다.,수작업 제품으로 모양이 모두 다르니 현장에서 직접 선택 추천.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/f142042-kamakura/cabinet/frp_goods/frp004/5002417.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/53033622.7bbb75b6.53033623.c98a76f0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fbenjaminstyle%2Flino003%2F&m=https%3A%2F%2Fitem.rakuten.co.jp%2Fbenjaminstyle%2Flino003%2F
PRD_022,가마쿠라 곤약 비누,鎌倉蒟蒻しゃぼん,가마쿠라 곤약 비누,REG_003,PRC_03,2000,"건성 및 민감성 피부를 위한 가마쿠라 곤약 비누입니다. 이 제품은 아이리스 추출물이 함유되어 있어 세안할 때마다 피부가 건강한 상태로 돌아갈 수 있도록 도와줍니다. 특히 피부 트러블 관리에 도움을 주며, 카보스 향으로 은은하게 향을 더했습니다. 순하고 자극이 적어 민감한 피부도 안심하고 사용할 수 있는 비누입니다.",가마쿠라 한정판 패키지는 선물용으로 인기가 높음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/konnyaku-shabon-shop/cabinet/kamakura/imgrc0163549050.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00ut4dn.16t5u051.g00ut4dn.16t5vbc3/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkonnyaku-shabon-shop%2F4582183324068-kamakura%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkonnyaku-shabon-shop%2Fi%2F10000074%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_023,쿠루밋코 키리오토시,クルミッ子 切り落とし,가마쿠라 벤야,REG_003,PRC_02,1242,이 제품은 가마쿠라 베니타니의 대표적인 명과 쿠루밋코입니다. 호두를 주재료로 사용하여 만든 전통 과자류에 속합니다. 선물용이나 도쿄 여행 기념품으로 활용하기 좋은 인기 상품입니다. 5개입 세트로 구성되어 있어 어머니의 날 선물 등으로도 어울립니다.,품절이 매우 빠르므로 오전 중 본점 방문 필수.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/pandacn/cabinet/12581693/imgrc0099756103.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/53033622.7bbb75b6.53033623.c98a76f0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fpandacn%2Ffacebook%2F&m=https%3A%2F%2Fitem.rakuten.co.jp%2Fpandacn%2Ffacebook%2F
PRD_024,가마쿠라야마 러스크,鎌倉山ラスク,가마쿠라야마 러스크,REG_003,PRC_04,3300,"가마쿠라야마 러스크는 국내산 밀가루를 사용한 구운 과자(베이커리)입니다. '과일 샐러드', '스트로베리 쇼트케이크', '하트 메이플&초콜릿' 등 다양한 맛으로 구성되어 있습니다. 달콤하고 간편하게 즐길 수 있는 스위츠 제품이며, 개별 포장되어 있어 선물이나 답례품으로 활용하기 좋습니다. 남녀노소 누구나 좋아할 만한 인기 과자입니다.",가벼운 무게로 기내 반출 및 대량 구매에 적합함,1,https://thumbnail.image.rakuten.co.jp/@0_gold/haba-design/data/images/thumb01/rusk_blue_24.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00rvwqn.16t5ud3b.g00rvwqn.16t5v9f2/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fhaba-design%2Fp02808se01o%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fhaba-design%2Fi%2F10003531%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_025,아로마 생초콜릿,アロマ生チョコレート,메종 카카오,REG_003,PRC_03,2808,메종 카카오는 가마쿠라에서 시작된 아로마 생초콜릿 브랜드입니다. 이 초콜릿은 그들이 추구하는 독특하고 유일무이한 맛을 오롯이 담아냈습니다. 마치 특별한 풍미를 초콜릿에 깊이 스며들게 한 듯한 매력을 느낄 수 있습니다.,신선도가 중요하므로 구매 후 즉시 냉장 보관 권장.,0,https://thumbnail.image.rakuten.co.jp/@0_mall/macaron-store/cabinet/img6/a-ib-068-1.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00rxxjn.16t5u976.g00rxxjn.16t5vbb4/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fmacaron-store%2Fa-ib-068-1%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fmacaron-store%2Fi%2F10016086%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_026,쇼난 시라스 센베이,湘南しらすせんべい,토비쵸,REG_003,PRC_01,880,"쇼난의 바다에서 온 특별한 선물 같은 시라스 센베이입니다. 쇼난 특유의 얇고 사삭한 식감이 특징이며, 신선한 시라스를 가득 담았습니다. 매우 바삭하여 노년층부터 어린아이까지 누구나 맛있게 즐길 수 있습니다. 다만, 제조 과정상 오센베이 크기에 크고 작은 차이가 있을 수 있습니다.",유통기한이 넉넉해 한국으로 가져오는 오미야게로 적합함.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/shonantrend/cabinet/compass1653964041.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00siryn.16t5u336.g00siryn.16t5vdec/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fshonantrend%2F10001041%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fshonantrend%2Fi%2F10001041%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_027,가마쿠라보리 젓가락,鎌倉彫 箸,가마쿠라보리 회관,REG_003,PRC_04,3300,"가마쿠라보리 젓가락은 나무 표면에 문양을 새기고 그 위에 옻칠을 한 후 광택을 내는 전통 기법으로 제작되었습니다. 이 작품은 전통 공예 장인 하세가와 사노부 씨에 의해 정성을 다해 만들어진 고급스러운 목젓가락입니다. 섬세하게 조각된 문양이 특징이며, 시간이 지날수록 깊어지는 멋이 느껴집니다. 가마쿠라보리 특유의 아름다운 예술 작품을 일상에서 경험할 수 있습니다.",기가 닿아도 내구성이 강해 대를 이어 사용 가능함.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/f142042-kamakura/cabinet/itemimg/2107_2/cs33_01.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00u1xmn.16t5u063.g00u1xmn.16t5ve28/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ff142042-kamakura%2Fcs33%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ff142042-kamakura%2Fi%2F10000034%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_028,가마쿠라 콩과자,鎌倉まめや,가마쿠라 마메야,REG_003,PRC_01,500,가마쿠라 마메야는 계절과 월에 따라 다양한 콩 과자를 선보이는 곳입니다. 매달 바뀌는 시즌별 간식들을 즐길 수 있습니다. 이 제품은 전통적인 콩을 활용하여 다채로운 맛의 간식거리로 즐길 수 있습니다.,한 봉지 단위로 구매가 가능해 여러 맛을 섞어 선물하기 좋음.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/f142077-chigasaki/cabinet/d_202201/56310577_01_web_s.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00u086n.16t5u1e6.g00u086n.16t5v347/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ff142077-chigasaki%2F56310577%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ff142077-chigasaki%2Fi%2F10000293%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_029,하토사브레,鳩サブレー,토시마야,REG_003,PRC_02,1398,"하토사브레는 가마쿠라 토시마야를 대표하는 비둘기 모양의 사브레 과자입니다. 메이지 시대에 탄생한 버터 풍미의 구움과자로, 바삭하고 가벼운 식감과 고소한 맛이 특징입니다. 가마쿠라를 상징하는 정갈한 선물 과자로 오래 사랑받아 왔으며, 개별 포장되어 나누어 먹기에도 좋습니다.",캔 패키지는 견고하여 쿠키 파손 없이 한국 반출 가능함.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/kyostu/cabinet/okasi/hatosabure-matome/1.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00ur07n.16t5u3e0.g00ur07n.16t5v5c8/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkyostu%2Fhatosabure-matome%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkyostu%2Fi%2F10000263%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_030,가마쿠라 반게츠,鎌倉半月,가마쿠라 고로 본점,REG_003,PRC_02,1296,"가마쿠라 반게츠는 녹차와 달콤한 팥앙금 두 가지 풍미를 즐길 수 있는 간식입니다. 국내산 밀가루를 주재료로 사용하여 부드러운 식감을 자랑하며, 진한 말차 가루의 향이 느껴지는 말차 맛은 깊고 고소한 매력을 선사합니다. 또 다른 맛인 팥앙금 풍미는 달콤하고 깊은 맛의 팥앙금을 넣어 만들었으며, 재료 본연의 풍미가 살아있습니다. 선물용이나 가족과 함께 즐기는 다과로 품격 있는 시간을 만들어 줄 것입니다.",계절별 한정 맛이 출시되니 방문 시 확인 요망.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/shaddy/cabinet/item3/1692643.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00q4h8n.16t5u490.g00q4h8n.16t5vd53/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fshaddy%2F001692643%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fshaddy%2Fi%2F10412421%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_031,무샤가에시,武者がえし,오카시노 코토부키야,REG_005,PRC_02,1966,"무샤가에시는 오카시노 고바이가 만드는 구마모토 명과로, 부드럽게 손질한 팥앙금을 파이 반죽으로 감싸 구운 과자입니다. 팥 껍질을 정성스럽게 제거해 만든 앙금은 매끄럽고 은은한 단맛을 내며, 버터 향이 살아 있는 겹겹의 파이와 잘 어울립니다. 구마모토성의 석축을 떠올리게 하는 이름과 함께, 일본식 앙금 과자와 서양식 파이의 조화를 즐길 수 있는 제품입니다.",차가운 우유나 커피와 궁합 최고,1,https://thumbnail.image.rakuten.co.jp/@0_mall/jrk-shoji/cabinet/st_kumamoto/i81g11_22_01.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00ptaln.16t5u528.g00ptaln.16t5v3fb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fjrk-shoji%2F10001928%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fjrk-shoji%2Fi%2F10001928%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_032,코쿠토 도너츠 봉,黒糖ドーナツ棒,フジバンビ,REG_005,PRC_01,550,"오키나와산 흑당을 사용하여 만든 코쿠토 도너츠 봉은 깊고 달콤한 흑당의 풍미가 특징인 구운 도넛 스틱입니다. 은은하게 단맛과 함께 씹는 재미를 주는 쫄깃함과 바삭한 식감이 조화를 이룹니다. 간편하고 맛있는 간식으로 즐기기 좋으며, 선물이나 사무실에서 여러 사람들과 나누어 먹기 좋은 인기 스위츠로 알려져 있습니다.","오키나와현산 흑설탕과 100% 일본산 밀가루를 사용하고, 신선한 식물성 기름으로 튀겨 지역의 특색이 드러남",1,https://thumbnail.image.rakuten.co.jp/@0_mall/psj1/cabinet/2025/2025_06/31004val_0.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00tg47n.16t5u38e.g00tg47n.16t5v7a2/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fpsj1%2Fcs31004-4902469510419-br30%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fpsj1%2Fi%2F10007299%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_033,구마모토 소주,熊本焼酎,高橋酒造,REG_005,PRC_04,3267,"메이지 33년(1900년)부터 본격적인 쌀 소주를 만들어 온 오랜 역사를 지닌 술입니다. 고품질의 쌀과 히토요시-구마모토의 맑은 물, 그리고 장인의 기술이 만나 깨끗한 목 넘김과 우아하고 깊은 향을 자랑하는 본격 쌀 소주가 특징입니다. 또한, 500년 전통 방식을 이어받아 엄선된 '황금천관' 고구마로 만든 구마 지역의 이모 소주도 구성되어 있습니다. 제품에 따라 백고지나 검은 누룩 등을 사용하며 저온 발효와 숙성 과정을 거쳐 깊고 풍부한 맛을 완성했습니다.",기내 반입 규정을 확인,1,https://thumbnail.image.rakuten.co.jp/@0_mall/kurastyle/cabinet/05148898/imgrc0072602280.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/53033622.7bbb75b6.53033623.c98a76f0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkuma-shochu%2F01-389%2F&m=https%3A%2F%2Fitem.rakuten.co.jp%2Fkuma-shochu%2F01-389%2F
PRD_034,아소 저지 밀크 샌드,阿蘇ジャージーミルクサンド,아소 밀크 (阿蘇ミルク),REG_005,PRC_03,2245,"아소 지역의 특산물인 저지 우유를 활용하여 만든 명물 샌드 과자입니다. 화이트 초콜릿과 콘플레이크가 주재료로 들어가, 부드러움과 바삭함이 어우러진 독특한 식감을 즐길 수 있습니다. 아소 및 주변 지역의 고품질 저지 우유만을 사용하여 맛과 품질을 자랑하는 간식입니다. 개별 포장되어 있어 부담 없이 즐기기 좋으며, 선물용으로도 안성맞춤입니다.",직장 동료들에게 돌리기 좋은 개별 포장형.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/kimusato/cabinet/03614326/03620591/10214404/tkrsand02.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00pxoin.16t5uc91.g00pxoin.16t5v0a9/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkimusato%2Ftkrjerseysand%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkimusato%2Fi%2F10001429%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
PRD_035,쿠마몬 대나무 젓가락,熊本 竹箸,전통공예관,REG_005,PRC_01,930,쿠마몬 대나무 젓가락은 구마모토현의 대나무 젓가락 전문 업체와 협업해 만든 캐릭터 생활용품입니다. 대나무 소재의 가벼운 촉감과 쿠마몬 디자인을 함께 담아 어린이용 성장 젓가락 콘셉트를 살렸습니다. 실사용 식기이면서 구마모토 지역성과 캐릭터성을 함께 남길 수 있는 기념품입니다.,천연 소재인 대나무를 사용하여 환경 친환적 상품,0,https://thumbnail.image.rakuten.co.jp/@0_mall/horiku/cabinet/0142/2b28xn1gq4_0.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/53033622.7bbb75b6.53033623.c98a76f0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fhoriku%2F2b28xn1gq4%2F&m=https%3A%2F%2Fitem.rakuten.co.jp%2Fhoriku%2F2b28xn1gq4%2F
PRD_036,구마모토 토마토 콜라,熊本トマトコーラ,아소 건강 농원,REG_005,PRC_01,302,"남아소촌에서 생산된 완숙 토마토를 주재료로 만든 탄산음료입니다. 구마모토의 대표 작물인 토마토가 깊고 풍부한 맛을 더해줍니다. 청량감 넘치는 탄산이 목넘김을 상쾌하게 하며, 입안 가득 퍼지는 토마토의 풍미가 특징입니다. 맛과 색감이 모두 뛰어난 진하고 상큼한 탄산음료를 즐겨보세요.",상온보관이 가능해서 선물용으로도 좋다.,1,https://thumbnail.image.rakuten.co.jp/@0_mall/fujimatsuwine/cabinet/11866715/420044_1.jpg?_ex=1024x1024,https://hb.afl.rakuten.co.jp/hgc/g00ryegn.16t5u5ba.g00ryegn.16t5v9b9/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ffujimatsuwine%2F420044%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ffujimatsuwine%2Fi%2F10040991%2F&rafcid=wsc_i_is_b93111dd-e085-46a2-a75f-28c1ee5d2de6
