product_code,age_group_code,note
PRD_066,AGE_004,30대 (가족과 함께 먹기 좋은 과자)
PRD_067,AGE_003,20대 (매콤하고 바삭한 안주형 과자)
PRD_067,AGE_004,30대 (맥주 안주로 어울리는 맛)
PRD_067,AGE_005,40대 (단 과자를 선호하지 않는 층)
PRD_068,AGE_001,10세 미만 (구마몬 캐릭터 만주)
PRD_068,AGE_002,10대 (만화·캐릭터 요소가 있는 과자)
PRD_068,AGE_003,20대 (코믹한 캐릭터 굿즈 감성)
PRD_069,AGE_004,30대 (직장 선물용 어른 간식)
PRD_069,AGE_005,40대 (달지 않고 고소한 맛 선호)
PRD_069,AGE_006,50대 (김과 견과류의 담백한 맛)
PRD_070,AGE_003,20대 (술안주 느낌의 짭짤한 간식)
PRD_070,AGE_004,30대 (직장·친구 선물용 견과 과자)
PRD_070,AGE_005,40대 (단맛보다 짠맛 선호)
PRD_071,AGE_003,20대 (가성비 좋은 견과 간식)
PRD_071,AGE_004,30대 (사무실 간식용)
PRD_071,AGE_005,40대 (고소한 호두 간식 선호)
PRD_072,AGE_002,10대 (단짠단짠한 캐러멜 맛)
PRD_072,AGE_003,20대 (트렌디한 솔트 캐러멜 간식)
PRD_072,AGE_004,30대 (가볍게 즐기는 견과 간식)
PRD_073,AGE_003,20대 (라멘 마니아용 지역 간편식)
PRD_073,AGE_004,30대 (집에서 먹기 좋은 라멘 세트)
PRD_073,AGE_005,40대 (유명 라멘 전문점 선물)
PRD_074,AGE_003,20대 (구마모토 돈코츠 라멘 경험)
PRD_074,AGE_004,30대 (가족 식사용 간편 라멘)
PRD_074,AGE_005,40대 (유명 맛집 라멘 선물)
PRD_075,AGE_002,10대 (부담 없는 가격의 라멘)
PRD_075,AGE_003,20대 (친구 선물용 간편식)
PRD_075,AGE_004,30대 (가정에서 간단히 먹기 좋음)
PRD_076,AGE_003,20대 (검은 마유의 이색적인 맛)
PRD_076,AGE_004,30대 (지역 라멘을 집에서 즐기기 좋음)
PRD_076,AGE_005,40대 (구마모토 라멘 선호층)
PRD_077,AGE_001,10세 미만 (귀여운 구마몬 인형)
PRD_077,AGE_002,10대 (캐릭터 굿즈 선호)
PRD_077,AGE_003,20대 (여행 기념 캐릭터 인형)
PRD_078,AGE_001,10세 미만 (귀여운 구마몬 얼굴 디자인)
PRD_078,AGE_002,10대 (학생용 소형 동전지갑)
PRD_078,AGE_003,20대 (캐릭터 소품 선호)
PRD_079,AGE_001,10세 미만 (아기자기한 마그넷)
PRD_079,AGE_002,10대 (부담 없는 캐릭터 기념품)
PRD_079,AGE_003,20대 (여행 자석 수집용)
PRD_080,AGE_003,20대 (귀여운 캐릭터 머그컵)
PRD_080,AGE_004,30대 (일상에서 쓰기 좋은 실용 컵)
PRD_080,AGE_005,40대 (가족용 실용 식기류)
PRD_081,AGE_003,20대 (구마몬 디자인 토트백)
PRD_081,AGE_004,30대 (일상 사용 가능한 실용 가방)
PRD_081,AGE_005,40대 (지역 모티프가 있는 에코백)
PRD_082,AGE_005,40대 (실용적인 구마몬 찻잔)
PRD_082,AGE_006,50대 (차를 마시는 사람에게 적합)
PRD_082,AGE_007,60대 (부모님 선물용 식기류)
PRD_083,AGE_002,10대 (달콤한 흑당 도넛 과자)
PRD_083,AGE_003,20대 (나눠 먹기 좋은 대표 간식)
PRD_083,AGE_004,30대 (직장·가족 선물용 개별 과자)
PRD_084,AGE_001,10세 미만 (부드러운 우유 풍미 간식)
PRD_084,AGE_002,10대 (달콤한 밀크 도넛봉)
PRD_084,AGE_004,30대 (가족 간식용으로 무난함)
PRD_085,AGE_003,20대 (부드러운 수플레 디저트)
PRD_085,AGE_004,30대 (연인·친구 선물용 지역 디저트)
PRD_085,AGE_006,50대 (아마쿠사 소금 스토리가 있는 부드러운 과자)
PRD_086,AGE_003,20대 (고베 대표 푸딩 기념품)
PRD_086,AGE_004,30대 (가족·직장 선물용 디저트)
PRD_086,AGE_005,40대 (부모님·상사 선물로 무난한 푸딩)
PRD_086,AGE_006,50대 (상온 보관 가능한 대표 푸딩)
PRD_087,AGE_001,10세 미만 (컵 푸딩 간식)
PRD_087,AGE_002,10대 (커스터드 푸딩 간식)
PRD_087,AGE_003,20대 (현지에서 바로 먹기 좋은 디저트)
PRD_088,AGE_003,20대 (항아리 용기의 독특한 디저트)
PRD_088,AGE_004,30대 (연인·가족용 생크림 푸딩)
PRD_088,AGE_005,40대 (부드러운 푸딩 선물)
PRD_089,AGE_001,10세 미만 (달콤한 딸기 초콜릿)
PRD_089,AGE_002,10대 (딸기 트뤼프 간식)
PRD_089,AGE_003,20대 (연인·친구용 초콜릿)
PRD_089,AGE_004,30대 (직장 동료용 초콜릿 선물)
PRD_090,AGE_003,20대 (부드러운 치즈케이크)
PRD_090,AGE_004,30대 (연인·가족용 디저트)
PRD_090,AGE_005,40대 (치즈 풍미의 케이크 선물)
PRD_091,AGE_003,20대 (생초콜릿 롤케이크)
PRD_091,AGE_004,30대 (가족과 나눠 먹는 디저트)
PRD_091,AGE_005,40대 (숙소 디저트용 롤케이크)
PRD_092,AGE_003,20대 (캐러멜 레어치즈 디저트)
PRD_092,AGE_004,30대 (쌉싸름한 캐러멜과 치즈 풍미)
PRD_092,AGE_005,40대 (부드러운 치즈케이크 선물)
PRD_093,AGE_003,20대 (반숙 프로마주 디저트)
PRD_093,AGE_004,30대 (사워크림과 꿀 젤리의 치즈케이크)
PRD_093,AGE_005,40대 (부드러운 치즈 풍미 선호)
PRD_094,AGE_003,20대 (쇼콜라 쿠키 샌드)
PRD_094,AGE_004,30대 (개별 포장 직장 선물)
PRD_094,AGE_005,40대 (고급 과자형 선물)
PRD_095,AGE_004,30대 (고베 풍월당 대표 과자)
PRD_095,AGE_005,40대 (전통 고프르 선호)
PRD_095,AGE_006,50대 (부모님·상사 선물)
PRD_095,AGE_007,60대 (가볍고 안정적인 전통 과자)
PRD_096,AGE_001,10세 미만 (작은 틴 케이스 과자)
PRD_096,AGE_002,10대 (미니 고프르 기념품)
PRD_096,AGE_003,20대 (예쁜 틴 케이스 기념품)
PRD_097,AGE_001,10세 미만 (한입 크기 고프르)
PRD_097,AGE_002,10대 (학교 선물용 개별 포장)
PRD_097,AGE_003,20대 (친구와 나누기 좋은 과자)
PRD_097,AGE_004,30대 (회사 선물용 개별 포장)
PRD_098,AGE_004,30대 (여러 맛을 담은 세트)
PRD_098,AGE_005,40대 (부모님·상사 선물)
PRD_098,AGE_006,50대 (정갈한 고프르 세트)
PRD_099,AGE_003,20대 (가벼운 롱셀러 과자)
PRD_099,AGE_004,30대 (직장 동료용 전통 과자)
PRD_099,AGE_005,40대 (부모님·상사 선물)
PRD_099,AGE_006,50대 (얇고 가벼운 과자 선호)
PRD_100,AGE_003,20대 (아몬드 구움과자)
PRD_100,AGE_004,30대 (친구·자신용 고소한 과자)
PRD_100,AGE_005,40대 (부모님·상사 선물)
PRD_100,AGE_006,50대 (견과류 풍미 선호)
PRD_101,AGE_003,20대 (초콜릿 에콜세)
PRD_101,AGE_004,30대 (직장 동료용 초콜릿 과자)
PRD_101,AGE_005,40대 (선물용 초콜릿 과자)
PRD_102,AGE_003,20대 (색과 맛이 다양한 초콜릿 과자)
PRD_102,AGE_004,30대 (연인·친구용 선물)
PRD_102,AGE_005,40대 (고급 패키지 선물)
PRD_102,AGE_006,50대 (상사 선물용 포장 과자)
PRD_103,AGE_001,10세 미만 (푸딩 맛 쿠키)
PRD_103,AGE_002,10대 (고베 한정 쿠키)
PRD_103,AGE_003,20대 (친구용 개별 포장 과자)
PRD_103,AGE_004,30대 (회사·학교 선물용 쿠키)
PRD_104,AGE_004,30대 (대중적인 초콜릿 너트 쿠키)
PRD_104,AGE_005,40대 (부모님·상사 선물)
PRD_104,AGE_006,50대 (견과류 쿠키 선호)
PRD_105,AGE_004,30대 (견과류 쿠키 선물)
PRD_105,AGE_005,40대 (어른 선물용 롱셀러 쿠키)
PRD_105,AGE_006,50대 (견과류 풍미 선호)
PRD_106,AGE_003,20대 (무난한 쿠키 세트)
PRD_106,AGE_004,30대 (가성비 좋은 직장 선물)
PRD_106,AGE_005,40대 (가족용 클래식 과자 세트)
PRD_107,AGE_001,10세 미만 (고베 명소 패키지 쿠키)
PRD_107,AGE_002,10대 (관광지 느낌의 버터 쿠키)
PRD_107,AGE_003,20대 (친구용 지역 한정 쿠키)
PRD_107,AGE_004,30대 (직장 동료용 쿠키)
PRD_108,AGE_003,20대 (캔을 남길 수 있는 초콜릿)
PRD_108,AGE_004,30대 (연인·친구용 고베 디자인 선물)
PRD_108,AGE_005,40대 (기념품성 있는 초콜릿 캔)
PRD_109,AGE_003,20대 (고베 명소 패키지 롤쿠키)
PRD_109,AGE_004,30대 (직장 동료·가족 선물)
PRD_109,AGE_005,40대 (무난한 초콜릿 롤쿠키)
PRD_110,AGE_001,10세 미만 (크런치 초콜릿 간식)
PRD_110,AGE_002,10대 (친구용 초콜릿 기념품)
PRD_110,AGE_003,20대 (부담 없는 고베 한정 초콜릿)
PRD_110,AGE_004,30대 (직장 동료용 초콜릿)
PRD_111,AGE_004,30대 (초콜릿 롤 쿠키 선물)
PRD_111,AGE_005,40대 (부모님·상사 선물)
PRD_111,AGE_006,50대 (격식 있는 과자 선물)
PRD_112,AGE_004,30대 (가족용 어소트 과자)
PRD_112,AGE_005,40대 (부모님·상사 선물)
PRD_112,AGE_006,50대 (고전적인 선물 세트)
PRD_113,AGE_001,10세 미만 (잎사귀 모양 초콜릿)
PRD_113,AGE_002,10대 (작고 귀여운 초콜릿)
PRD_113,AGE_003,20대 (여러 명에게 나누기 좋은 초콜릿)
PRD_113,AGE_004,30대 (직장 동료용 개별 포장)
PRD_114,AGE_003,20대 (선물 상자 초콜릿)
PRD_114,AGE_004,30대 (연인·친구용 기프트 박스)
PRD_114,AGE_005,40대 (가족 선물용 초콜릿 박스)
PRD_115,AGE_004,30대 (본점 한정 바움쿠헨)
PRD_115,AGE_005,40대 (부모님·상사 선물)
PRD_115,AGE_006,50대 (수제 바움쿠헨 선호)
PRD_116,AGE_003,20대 (현지 카페 방문 기념 쿠키)
PRD_116,AGE_004,30대 (가족·자신용 수제 쿠키)
PRD_116,AGE_005,40대 (버터 풍미 쿠키 선호)
PRD_117,AGE_003,20대 (데워 먹는 치즈케이크)
PRD_117,AGE_004,30대 (연인·가족용 고베 명물)
PRD_117,AGE_005,40대 (치즈 풍미의 명물 케이크)
PRD_118,AGE_003,20대 (현지 카페 생케이크)
PRD_118,AGE_004,30대 (연인·가족용 크림 케이크)
PRD_118,AGE_005,40대 (가볍게 먹는 현지 디저트)
PRD_119,AGE_003,20대 (초콜릿 샌드 쿠키)
PRD_119,AGE_004,30대 (직장 동료용 과자)
PRD_119,AGE_005,40대 (상사 선물용 고베 스위츠)
PRD_120,AGE_003,20대 (상온 보관 가능한 레토르트 카레)
PRD_120,AGE_004,30대 (친구·자신용 간편식)
PRD_120,AGE_005,40대 (부모님용 실용 식품)
PRD_120,AGE_006,50대 (고베규 카레 선물)
PRD_121,AGE_005,40대 (밥반찬용 전통 조림)
PRD_121,AGE_006,50대 (부모님·가족용 전통 반찬)
PRD_121,AGE_007,60대 (달콤짭짤한 전통 반찬)
PRD_122,AGE_001,10세 미만 (얇고 바삭한 센베이)
PRD_122,AGE_004,30대 (직장 동료용 전통 과자)
PRD_122,AGE_005,40대 (부모님·가족용 센베이)
PRD_122,AGE_006,50대 (전통 센베이 선호)
PRD_123,AGE_001,10세 미만 (바닐라 크림 센베이)
PRD_123,AGE_002,10대 (친구용 달콤한 센베이)
PRD_123,AGE_003,20대 (가족과 나눌 수 있는 크림 과자)
PRD_123,AGE_004,30대 (달콤한 변형 전통 과자)
PRD_124,AGE_001,10세 미만 (사이다 음료)
PRD_124,AGE_002,10대 (레트로 병 사이다)
PRD_124,AGE_003,20대 (숙소에서 마시기 좋은 음료)
PRD_124,AGE_004,30대 (아리마 지역 음료 기념품)
PRD_125,AGE_005,40대 (밥반찬·술안주용 츠쿠다니)
PRD_125,AGE_006,50대 (어른층 선물용 산초 다시마)
PRD_125,AGE_007,60대 (전통 조림 반찬 선호)
PRD_126,AGE_003,20대 (요리용 유자고추 조미료)
PRD_126,AGE_004,30대 (실용적인 로컬 조미료)
PRD_126,AGE_005,40대 (부모님·요리 취향 선물)
PRD_126,AGE_006,50대 (고기·생선에 쓰는 조미료)
PRD_127,AGE_004,30대 (성인용 고베 나다 사케)
PRD_127,AGE_005,40대 (부모님·상사 선물용 주류)
PRD_127,AGE_006,50대 (격식 있는 준마이긴조)
PRD_127,AGE_007,60대 (사케 선호층)
PRD_128,AGE_003,20대 (성인 사케 입문 선물)
PRD_128,AGE_004,30대 (합리적인 다이긴조)
PRD_128,AGE_005,40대 (부모님·상사 주류 선물)
PRD_128,AGE_006,50대 (나다 지역 사케 선호)
PRD_129,AGE_004,30대 (프리미엄 사케 선물)
PRD_129,AGE_005,40대 (부모님·상사 고급 주류)
PRD_129,AGE_006,50대 (준마이다이긴조 선호)
PRD_129,AGE_007,60대 (격식 있는 사케 선물)
PRD_130,AGE_004,30대 (고급 사케 선물)
PRD_130,AGE_005,40대 (부모님·상사 주류 선물)
PRD_130,AGE_006,50대 (부드러운 목넘김 선호)
PRD_130,AGE_007,60대 (준마이다이긴조 선호)
PRD_131,AGE_003,20대 (성인 연인용 와인)
PRD_131,AGE_004,30대 (고베산 포도 와인)
PRD_131,AGE_005,40대 (부모님용 와인 선물)
PRD_131,AGE_006,50대 (로컬 와인 선호)
PRD_132,AGE_003,20대 (성인 친구용 크래프트 맥주)
PRD_132,AGE_004,30대 (롯코 지역 캔 맥주)
PRD_132,AGE_005,40대 (호텔에서 즐기기 좋은 맥주)
PRD_133,AGE_003,20대 (고베 체크 패턴 손수건)
PRD_133,AGE_004,30대 (실용적인 비식품 기념품)
PRD_133,AGE_005,40대 (부모님·연인용 손수건)
PRD_133,AGE_006,50대 (오래 남는 실용 선물)
PRD_134,AGE_004,30대 (고가의 진주 액세서리)
PRD_134,AGE_005,40대 (부모님·연인 선물)
PRD_134,AGE_006,50대 (격식 있는 진주 목걸이)
PRD_134,AGE_007,60대 (고급 액세서리 선호)
PRD_135,AGE_003,20대 (포트타워 모티프 향초)
PRD_135,AGE_004,30대 (연인·친구용 인테리어 기념품)
PRD_135,AGE_005,40대 (가족용 인테리어 선물)
PRD_136,AGE_003,20대 (친구끼리 나눠 주기 좋은 대용량 초콜릿 세트)
PRD_136,AGE_004,30대 (직장 동료에게 나눠 주기 좋은 세트)
PRD_136,AGE_005,40대 (가족·직장용 단체 선물로 활용 가능)
PRD_137,AGE_003,20대 (제철 도시 콘셉트의 이색 초콜릿)
PRD_137,AGE_004,30대 (캔 패키지가 남는 기념품)
PRD_137,AGE_005,40대 (상사·부모님 선물에도 무난)
PRD_137,AGE_006,50대 (지역성 있는 캔 패키지 초콜릿)
PRD_138,AGE_002,10대 (변기 모양의 장난스러운 초콜릿)
PRD_138,AGE_003,20대 (친구끼리 주기 좋은 코믹 기념품)
PRD_138,AGE_004,30대 (가볍게 즐기는 유머형 초콜릿)
PRD_139,AGE_001,10세 미만 (공구 모양이 재미있는 과자)
PRD_139,AGE_002,10대 (모양이 독특한 사브레)
PRD_139,AGE_003,20대 (친구에게 주기 좋은 이색 과자)
PRD_139,AGE_004,30대 (공업도시 콘셉트 기념품)
PRD_140,AGE_001,10세 미만 (신칸센 모양 과자)
PRD_140,AGE_002,10대 (교통·철도 테마 과자)
PRD_140,AGE_003,20대 (철도 좋아하는 사람에게 맞는 선물)
PRD_141,AGE_001,10세 미만 (자동차 모양 과자)
PRD_141,AGE_002,10대 (차량 모양의 재미있는 사브레)
PRD_141,AGE_004,30대 (가족과 나누기 좋은 과자)
PRD_141,AGE_005,40대 (가족용 기념품으로 활용 가능)
PRD_142,AGE_001,10세 미만 (배 모양 사브레)
PRD_142,AGE_002,10대 (항구 테마가 있는 과자)
PRD_142,AGE_004,30대 (가족 여행 기념품으로 적합)
PRD_142,AGE_005,40대 (모지코 관광 스토리와 연결 가능)
PRD_143,AGE_001,10세 미만 (여러 모양을 모은 사브레 세트)
PRD_143,AGE_002,10대 (공구·차량·배 테마가 재미있는 세트)
PRD_143,AGE_003,20대 (프로젝트 전시용 샘플로 활용 가능)
PRD_143,AGE_004,30대 (가족용 종합 세트)
PRD_144,AGE_003,20대 (매우 단단한 식감의 이색 간식)
PRD_144,AGE_004,30대 (직장 동료에게 설명하며 나누기 좋은 상품)
PRD_144,AGE_005,40대 (커피·우유와 곁들이기 좋은 빵 과자)
PRD_145,AGE_003,20대 (기타큐슈 지역 명물 딱딱빵 체험)
PRD_145,AGE_004,30대 (단단함을 설명하며 선물하기 좋은 상품)
PRD_145,AGE_005,40대 (추억의 맛을 강조한 지역 과자)
PRD_145,AGE_006,50대 (커피·우유와 함께 먹기 좋은 과자)
PRD_146,AGE_005,40대 (제철도시 이미지를 담은 양갱)
PRD_146,AGE_006,50대 (보관성이 좋은 전통 과자)
PRD_146,AGE_007,60대 (부모님 선물로 무난한 양갱)
PRD_146,AGE_008,70대 이상 (작고 먹기 쉬운 전통 양갱)
PRD_147,AGE_004,30대 (봄 시즌 감성의 사쿠라 양갱)
PRD_147,AGE_005,40대 (계절감 있는 전통 디저트)
PRD_147,AGE_006,50대 (부모님 선물로 좋은 양갱)
PRD_147,AGE_007,60대 (전통 양갱 선호층에 적합)
PRD_148,AGE_003,20대 (鐵 패키지의 이색 딱딱빵)
PRD_148,AGE_004,30대 (제철 도시 콘셉트 기념품)
PRD_148,AGE_005,40대 (직장 동료에게 설명하기 좋은 과자)
PRD_149,AGE_002,10대 (철과 비교하는 재미형 패키지)
PRD_149,AGE_003,20대 (SNS용 소재로 좋은 이색 상품)
PRD_149,AGE_004,30대 (기획전시용 소재로 활용 가능)
PRD_150,AGE_005,40대 (고쿠라 노포의 대표 밤만주)
PRD_150,AGE_006,50대 (차와 어울리는 전통 과자)
PRD_150,AGE_007,60대 (부모님 선물로 안정적인 만주)
PRD_150,AGE_008,70대 이상 (익숙한 밤만주 계열 전통 과자)
PRD_151,AGE_004,30대 (커피·차와 어울리는 버터 파이)
PRD_151,AGE_005,40대 (직장 선물로 적합한 고쿠라 과자)
PRD_151,AGE_006,50대 (축제 모티프가 있는 지역 과자)
PRD_151,AGE_007,60대 (차와 함께 먹기 좋은 과자)
PRD_152,AGE_005,40대 (밤 한 알을 살린 고급 화과자)
PRD_152,AGE_006,50대 (부모님·상사용 고급 선물)
PRD_152,AGE_007,60대 (고급 전통 화과자 선호층)
PRD_152,AGE_008,70대 이상 (정갈한 고급 과자 선물)
PRD_153,AGE_005,40대 (보리향과 밤을 사용한 고급 만주)
PRD_153,AGE_006,50대 (단맛이 과하지 않은 전통 과자)
PRD_153,AGE_007,60대 (전통 과자 선호층에 적합)
PRD_153,AGE_008,70대 이상 (차와 함께 즐기기 좋은 만주)
PRD_154,AGE_001,10세 미만 (부드러운 카스타드풍 과자)
PRD_154,AGE_002,10대 (달콤하고 부드러운 간식)
PRD_154,AGE_003,20대 (가볍게 나눠 먹기 좋은 인기 과자)
PRD_154,AGE_004,30대 (가족용 디저트로 적합)
PRD_155,AGE_003,20대 (문학·역사 스토리가 있는 바움쿠헨)
