product_code,target_code,note
PRD_071,TGT_003,친구 (부담 없는 가격의 호두 간식)
PRD_071,TGT_005,직장동료 (작은 가격대로 여러 개 사기 좋음)
PRD_071,TGT_008,자신 (고소한 견과 간식)
PRD_072,TGT_002,연인 (단짠단짠한 젊은 감성 간식)
PRD_072,TGT_003,친구 (트렌디한 솔트 캐러멜 맛)
PRD_072,TGT_008,자신 (가볍게 즐기기 좋은 보상용 간식)
PRD_073,TGT_003,친구 (구마모토 라멘 전문점 기념품)
PRD_073,TGT_004,가족 (집에서 함께 먹기 좋은 라멘 세트)
PRD_073,TGT_008,자신 (라멘 마니아용 여행 기념품)
PRD_074,TGT_003,친구 (유명 라멘집의 돈코츠 라멘 선물)
PRD_074,TGT_004,가족 (집에서 나눠 먹기 좋은 라멘)
PRD_074,TGT_008,자신 (구마모토 라멘 맛을 다시 즐기기 좋음)
PRD_075,TGT_003,친구 (가격이 낮아 부담 없는 라멘 선물)
PRD_075,TGT_005,직장동료 (여러 개 사서 나눠주기 좋은 간편식)
PRD_075,TGT_004,가족 (간단히 조리해 먹기 좋은 라멘)
PRD_076,TGT_003,친구 (검은 마유 풍미의 지역 라멘)
PRD_076,TGT_004,가족 (집에서 즐기는 구마모토식 라멘)
PRD_076,TGT_008,자신 (구마모토 라멘의 특징을 직접 경험)
PRD_077,TGT_007,어린이 (귀여운 구마몬 인형)
PRD_077,TGT_002,연인 (한정 디자인의 캐릭터 선물)
PRD_077,TGT_008,자신 (여행 추억용 구마몬 굿즈)
PRD_078,TGT_007,어린이 (구마몬 얼굴 디자인의 귀여운 소품)
PRD_078,TGT_003,친구 (실용적인 캐릭터 동전지갑)
PRD_078,TGT_002,연인 (작고 귀여운 캐릭터 액세서리)
PRD_079,TGT_003,친구 (부담 없는 마그넷 기념품)
PRD_079,TGT_008,자신 (냉장고 자석 수집용 기념품)
PRD_079,TGT_007,어린이 (아기자기한 구마모토 먹거리 디자인)
PRD_080,TGT_004,가족 (실용적으로 쓰기 좋은 머그컵)
PRD_080,TGT_002,연인 (귀여운 구마몬 디자인 컵)
PRD_080,TGT_008,자신 (일상에서 쓰기 좋은 여행 기념품)
PRD_081,TGT_003,친구 (지역 모티프가 들어간 토트백)
PRD_081,TGT_002,연인 (귀여운 구마몬 디자인 가방)
PRD_081,TGT_008,자신 (여행 후에도 쓰기 좋은 실용 굿즈)
PRD_082,TGT_001,부모님 (차를 마실 때 쓰기 좋은 실용 찻잔)
PRD_082,TGT_004,가족 (구마모토 모티프가 들어간 식기류)
PRD_082,TGT_008,자신 (실사용 가능한 여행 기념 컵)
PRD_083,TGT_003,친구 (구마모토 대표 도넛 과자)
PRD_083,TGT_005,직장동료 (상온 보관과 나눔이 쉬운 간식)
PRD_083,TGT_004,가족 (달콤한 흑당 과자로 함께 먹기 좋음)
PRD_084,TGT_007,어린이 (부드러운 우유 풍미 도넛봉)
PRD_084,TGT_004,가족 (남녀노소 먹기 좋은 밀크 간식)
PRD_084,TGT_003,친구 (아소 저지 우유의 지역성이 있는 과자)
PRD_085,TGT_001,부모님 (아마쿠사 소금 스토리가 있는 부드러운 디저트)
PRD_085,TGT_003,친구 (지역 소재를 활용한 이색 수플레)
PRD_085,TGT_002,연인 (부드럽고 특별한 디저트 선물)
PRD_086,TGT_001,부모님
PRD_086,TGT_004,가족
PRD_086,TGT_005,직장 동료
PRD_086,TGT_006,상사
PRD_086,TGT_003,친구
PRD_087,TGT_008,자신
PRD_087,TGT_003,친구
PRD_087,TGT_007,어린이
PRD_088,TGT_002,연인
PRD_088,TGT_004,가족
PRD_088,TGT_003,친구
PRD_088,TGT_008,자신
PRD_089,TGT_002,연인
PRD_089,TGT_003,친구
PRD_089,TGT_005,직장 동료
PRD_089,TGT_007,어린이
PRD_090,TGT_002,연인
PRD_090,TGT_004,가족
PRD_090,TGT_003,친구
PRD_090,TGT_008,자신
PRD_091,TGT_004,가족
PRD_091,TGT_002,연인
PRD_091,TGT_008,자신
PRD_092,TGT_002,연인
PRD_092,TGT_003,친구
PRD_092,TGT_004,가족
PRD_093,TGT_002,연인
PRD_093,TGT_004,가족
PRD_093,TGT_008,자신
PRD_094,TGT_005,직장 동료
PRD_094,TGT_003,친구
PRD_094,TGT_006,상사
PRD_095,TGT_001,부모님
PRD_095,TGT_006,상사
PRD_095,TGT_004,가족
PRD_095,TGT_005,직장 동료
PRD_096,TGT_003,친구
PRD_096,TGT_007,어린이
PRD_096,TGT_008,자신
PRD_097,TGT_005,직장 동료
PRD_097,TGT_003,친구
PRD_097,TGT_007,어린이
PRD_098,TGT_001,부모님
PRD_098,TGT_006,상사
PRD_098,TGT_004,가족
PRD_099,TGT_001,부모님
PRD_099,TGT_006,상사
PRD_099,TGT_005,직장 동료
PRD_099,TGT_003,친구
PRD_100,TGT_001,부모님
PRD_100,TGT_006,상사
PRD_100,TGT_003,친구
PRD_100,TGT_008,자신
PRD_101,TGT_002,연인
PRD_101,TGT_003,친구
PRD_101,TGT_005,직장 동료
PRD_102,TGT_002,연인
PRD_102,TGT_006,상사
PRD_102,TGT_003,친구
PRD_103,TGT_005,직장 동료
PRD_103,TGT_003,친구
PRD_103,TGT_007,어린이
PRD_104,TGT_001,부모님
PRD_104,TGT_006,상사
PRD_104,TGT_005,직장 동료
PRD_105,TGT_001,부모님
PRD_105,TGT_006,상사
PRD_105,TGT_008,자신
PRD_106,TGT_005,직장 동료
PRD_106,TGT_004,가족
PRD_106,TGT_003,친구
PRD_107,TGT_003,친구
PRD_107,TGT_005,직장 동료
PRD_107,TGT_007,어린이
PRD_108,TGT_002,연인
PRD_108,TGT_003,친구
PRD_108,TGT_008,자신
PRD_109,TGT_005,직장 동료
PRD_109,TGT_003,친구
PRD_109,TGT_004,가족
PRD_110,TGT_003,친구
PRD_110,TGT_007,어린이
PRD_110,TGT_005,직장 동료
PRD_111,TGT_001,부모님
PRD_111,TGT_006,상사
PRD_111,TGT_005,직장 동료
PRD_112,TGT_001,부모님
PRD_112,TGT_006,상사
PRD_112,TGT_004,가족
PRD_113,TGT_003,친구
PRD_113,TGT_005,직장 동료
PRD_113,TGT_007,어린이
PRD_114,TGT_002,연인
PRD_114,TGT_003,친구
PRD_114,TGT_004,가족
PRD_115,TGT_001,부모님
PRD_115,TGT_006,상사
PRD_115,TGT_004,가족
PRD_116,TGT_003,친구
PRD_116,TGT_004,가족
PRD_116,TGT_008,자신
PRD_117,TGT_002,연인
PRD_117,TGT_004,가족
PRD_117,TGT_008,자신
PRD_118,TGT_008,자신
PRD_118,TGT_002,연인
PRD_118,TGT_004,가족
PRD_119,TGT_005,직장 동료
PRD_119,TGT_003,친구
PRD_119,TGT_006,상사
PRD_120,TGT_001,부모님
PRD_120,TGT_003,친구
PRD_120,TGT_005,직장 동료
PRD_120,TGT_008,자신
PRD_121,TGT_001,부모님
PRD_121,TGT_004,가족
PRD_121,TGT_006,상사
PRD_121,TGT_008,자신
PRD_122,TGT_001,부모님
PRD_122,TGT_004,가족
PRD_122,TGT_005,직장 동료
PRD_122,TGT_007,어린이
PRD_123,TGT_003,친구
PRD_123,TGT_007,어린이
PRD_123,TGT_004,가족
PRD_124,TGT_003,친구
PRD_124,TGT_008,자신
PRD_124,TGT_007,어린이
PRD_125,TGT_001,부모님
PRD_125,TGT_006,상사
PRD_125,TGT_004,가족
PRD_125,TGT_008,자신
PRD_126,TGT_001,부모님
PRD_126,TGT_003,친구
PRD_126,TGT_008,자신
PRD_127,TGT_001,부모님
PRD_127,TGT_006,상사
PRD_127,TGT_008,자신
PRD_128,TGT_001,부모님
PRD_128,TGT_006,상사
PRD_128,TGT_008,자신
PRD_129,TGT_001,부모님
PRD_129,TGT_006,상사
PRD_129,TGT_008,자신
PRD_130,TGT_001,부모님
PRD_130,TGT_006,상사
PRD_130,TGT_008,자신
PRD_131,TGT_001,부모님
PRD_131,TGT_002,연인
PRD_131,TGT_008,자신
PRD_132,TGT_003,친구
PRD_132,TGT_008,자신
PRD_132,TGT_002,연인
PRD_133,TGT_001,부모님
PRD_133,TGT_002,연인
PRD_133,TGT_003,친구
PRD_133,TGT_008,자신
PRD_134,TGT_001,부모님
PRD_134,TGT_002,연인
PRD_134,TGT_006,상사
PRD_134,TGT_008,자신
PRD_135,TGT_002,연인
PRD_135,TGT_003,친구
PRD_135,TGT_008,자신
PRD_135,TGT_004,가족
PRD_136,TGT_003,친구 (같은 상품의 다른 수량이므로 단체 선물용 대표 옵션으로만 활용.)
PRD_136,TGT_005,직장동료 (같은 상품의 다른 수량이므로 단체 선물용 대표 옵션으로만 활용.)
PRD_136,TGT_004,가족 (같은 상품의 다른 수량이므로 단체 선물용 대표 옵션으로만 활용.)
PRD_137,TGT_001,부모님 (제철 도시 기타큐슈 이미지를 살린 캔 패키지 초콜릿.)
PRD_137,TGT_006,상사/은사 (캔이 남아 기념품 느낌이 강해 상사·부모님 선물에도 무난.)
PRD_137,TGT_003,친구 (캔이 남아 기념품 느낌이 강해 상사·부모님 선물에도 무난.)
PRD_137,TGT_008,자신 (캔이 남아 기념품 느낌이 강해 상사·부모님 선물에도 무난.)
PRD_138,TGT_003,친구 (장난스러운 선물용으로 좋지만 격식 있는 선물에는 비추천.)
PRD_138,TGT_002,연인 (기타큐슈의 TOTO 이미지를 유머러스하게 담은 변기 모양 초콜릿.)
PRD_138,TGT_008,자신 (장난스러운 선물용으로 좋지만 격식 있는 선물에는 비추천.)
PRD_139,TGT_003,친구 (어린이·친구에게 재미있는 모양의 과자로 추천.)
PRD_139,TGT_007,어린이 (어린이·친구에게 재미있는 모양의 과자로 추천.)
PRD_139,TGT_008,자신 (어린이·친구에게 재미있는 모양의 과자로 추천.)
PRD_140,TGT_007,어린이 (교통·철도 좋아하는 사람에게 잘 맞는 선물.)
PRD_140,TGT_003,친구 (교통·철도 좋아하는 사람에게 잘 맞는 선물.)
PRD_140,TGT_008,자신 (교통·철도 좋아하는 사람에게 잘 맞는 선물.)
PRD_141,TGT_007,어린이 (부서지기 쉬우니 캐리어 안쪽에 넣어 보관.)
PRD_141,TGT_003,친구 (부서지기 쉬우니 캐리어 안쪽에 넣어 보관.)
PRD_141,TGT_004,가족 (부서지기 쉬우니 캐리어 안쪽에 넣어 보관.)
PRD_142,TGT_003,친구 (모지코 관광 후 항구 테마 선물로 연결하기 좋음.)
PRD_142,TGT_004,가족 (모지코 관광 후 항구 테마 선물로 연결하기 좋음.)
PRD_142,TGT_007,어린이 (모지코 관광 후 항구 테마 선물로 연결하기 좋음.)
PRD_143,TGT_004,가족 (가격대가 있어 가족용 또는 프로젝트 전시용 샘플로 적합.)
PRD_143,TGT_007,어린이 (가격대가 있어 가족용 또는 프로젝트 전시용 샘플로 적합.)
PRD_143,TGT_008,자신 (가격대가 있어 가족용 또는 프로젝트 전시용 샘플로 적합.)
PRD_144,TGT_003,"친구 (이가 약한 사람에게는 비추천, 커피·우유에 적셔 먹기 좋음.)"
PRD_144,TGT_005,"직장동료 (이가 약한 사람에게는 비추천, 커피·우유에 적셔 먹기 좋음.)"
PRD_144,TGT_008,"자신 (이가 약한 사람에게는 비추천, 커피·우유에 적셔 먹기 좋음.)"
PRD_145,TGT_003,친구 (단단함 자체가 특징이라 설명을 곁들여 선물하면 좋음.)
PRD_145,TGT_005,직장동료 (단단함 자체가 특징이라 설명을 곁들여 선물하면 좋음.)
PRD_145,TGT_008,자신 (단단함 자체가 특징이라 설명을 곁들여 선물하면 좋음.)
PRD_146,TGT_001,부모님 (제철도시 기타큐슈 이미지를 담은 양갱.)
PRD_146,TGT_006,상사/은사 (작고 보관성이 좋아 부모님·상사용으로 무난.)
PRD_146,TGT_005,직장동료 (작고 보관성이 좋아 부모님·상사용으로 무난.)
PRD_147,TGT_001,부모님 (봄 시즌 감성을 더한 구로가네 양갱 변형 상품.)
PRD_147,TGT_002,연인 (봄 시즌 감성을 더한 구로가네 양갱 변형 상품.)
PRD_147,TGT_006,상사/은사 (계절 한정 성격이 있어 재고 확인 후 구매.)
PRD_148,TGT_003,친구 (일반 구로가네堅パン과 중복 구매 시 콘셉트 차이 중심으로 추천.)
PRD_148,TGT_008,자신 (일반 구로가네堅パン과 중복 구매 시 콘셉트 차이 중심으로 추천.)
PRD_148,TGT_005,직장동료 (일반 구로가네堅パン과 중복 구매 시 콘셉트 차이 중심으로 추천.)
PRD_149,TGT_003,"친구 (SNS용·기획전시용 소재로 좋고, 실제 취식 시 치아 주의.)"
PRD_149,TGT_007,"어린이 (SNS용·기획전시용 소재로 좋고, 실제 취식 시 치아 주의.)"
PRD_149,TGT_008,"자신 (SNS용·기획전시용 소재로 좋고, 실제 취식 시 치아 주의.)"
PRD_150,TGT_001,부모님 (고쿠라의 노포 과자점 湖月堂의 대표 밤만주.)
PRD_150,TGT_006,상사/은사 (어른 선물로 안정적이고 차와 함께 먹기 좋음.)
PRD_150,TGT_004,가족 (어른 선물로 안정적이고 차와 함께 먹기 좋음.)
PRD_151,TGT_001,부모님 (고쿠라 기온 축제의 북을 모티프로 한 버터 파이 과자.)
